pl_name,hostname,discoverymethod,disc_year,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-103 b,Kepler-103,Transit,2014,G,6047.0,1.492,1.212,0.15,4.17,494.832,11.883,10.873,12.2466
Kepler-103 c,Kepler-103,Transit,2014,G,6047.0,1.492,1.212,0.15,4.17,494.832,11.883,10.873,12.2466
Kepler-114 b,Kepler-114,Transit,2014,M,4605.0,0.667,0.77,0.2291,4.65,259.533,13.961,11.366,13.7125
Kepler-114 c,Kepler-114,Transit,2013,M,4660.0,0.54,0.56,0.2291,4.72,259.533,13.961,11.366,13.7125
Kepler-114 d,Kepler-114,Transit,2013,M,4660.0,0.54,0.56,0.2291,4.72,259.533,13.961,11.366,13.7125
Kepler-117 b,Kepler-117,Transit,2014,F,6150.0,1.606,1.129,-0.04,4.102,1455.57,14.282,13.011,14.2472
Kepler-117 c,Kepler-117,Transit,2014,F,6150.0,1.606,1.129,-0.04,4.102,1455.57,14.282,13.011,14.2472
Kepler-120 b,Kepler-120,Transit,2014,M,4096.0,0.534,0.654,-0.12,4.732,388.63,14.995,12.307,14.7188
Kepler-120 c,Kepler-120,Transit,2014,M,4096.0,0.534,0.654,-0.12,4.732,388.63,14.995,12.307,14.7188
Kepler-125 b,Kepler-125,Transit,2014,M,3810.0,0.512,0.542101,-0.14,4.744,183.365,15.431,11.682,14.7675
Kepler-125 c,Kepler-125,Transit,2014,M,3810.0,0.512,0.542101,-0.14,4.744,183.365,15.431,11.682,14.7675
Kepler-129 b,Kepler-129,Transit,2014,G,5770.0,1.653,1.178,0.29,4.08,408.845,11.809,10.252,11.6437
Kepler-129 c,Kepler-129,Transit,2014,G,5770.0,1.653,1.178,0.29,4.08,408.845,11.809,10.252,11.6437
Kepler-129 d,Kepler-129,Radial Velocity,2021,G,5770.0,1.653,1.178,0.29,4.08,408.845,11.809,10.252,11.6437
Kepler-138 b,Kepler-138,Transit,2014,M,3841.0,0.535,0.535,-0.18,4.71,66.8624,13.04,9.506,12.4715
Kepler-138 c,Kepler-138,Transit,2014,M,3841.0,0.535,0.535,-0.18,4.71,66.8624,13.04,9.506,12.4715
Kepler-138 d,Kepler-138,Transit,2014,M,3841.0,0.535,0.535,-0.18,4.71,66.8624,13.04,9.506,12.4715
Kepler-138 e,Kepler-138,Transit Timing Variations,2022,M,3841.0,0.535,0.535,-0.18,4.71,66.8624,13.04,9.506,12.4715
Kepler-1489 b,Kepler-1489,Transit,2016,G,5655.0,0.9,0.93,-0.13,4.51,1283.05,14.983,13.247,14.8084
Kepler-1489 c,Kepler-1489,Transit,2024,G,5565.53,0.957,0.977,0.14,4.51,1283.05,14.983,13.247,14.8084
Kepler-1513 b,Kepler-1513,Transit,2016,G,5491.0,0.95,0.943,0.17,4.46,349.247,13.071,11.309,12.9559
Kepler-1513 c,Kepler-1513,Transit Timing Variations,2023,G,5491.0,0.95,0.943,0.17,4.46,349.247,13.071,11.309,12.9559
Kepler-155 b,Kepler-155,Transit,2014,M,4508.0,0.62,0.635,-0.142,4.684,293.499,14.654,11.805,14.24
Kepler-155 c,Kepler-155,Transit,2014,M,4508.0,0.62,0.635,-0.142,4.684,293.499,14.654,11.805,14.24
Kepler-158 b,Kepler-158,Transit,2014,K,4623.0,0.624,0.655,-0.3,4.66,315.177,14.743,12.057,14.4165
Kepler-158 c,Kepler-158,Transit,2014,K,4623.0,0.624,0.655,-0.3,4.66,315.177,14.743,12.057,14.4165
Kepler-158 d,Kepler-158,Transit,2024,K,4895.97,0.668,0.656,-0.3,4.62,315.177,14.743,12.057,14.4165
Kepler-159 b,Kepler-159,Transit,2014,M,4625.0,0.663,0.628,-0.04,4.653,373.744,15.386,12.357,14.8882
Kepler-159 c,Kepler-159,Transit,2014,M,4625.0,0.663,0.628,-0.04,4.653,373.744,15.386,12.357,14.8882
Kepler-1624 b,Kepler-1624,Transit,2016,M,3768.0,0.552,0.541,0.269,4.685,258.979,16.597,12.312,15.6681
Kepler-1654 b,Kepler-1654,Transit,2018,G,5597.0,1.179,1.011,-0.088,4.3001,568.117,13.497,11.922,13.4057
Kepler-1655 b,Kepler-1655,Transit,2018,G,6148.0,1.03,1.03,-0.24,4.416,213.26,11.045,9.785,11.0141
Kepler-1660 AB b,Kepler-1660 A,Eclipse Timing Variations,2023,F,6305.24,1.491,1.1366,-0.36,4.32,1188.54,13.595,12.215,13.4394
Kepler-1661 b,Kepler-1661,Transit,2020,K,5100.0,0.762,0.841,-0.12,4.66,410.607,14.357,12.162,14.1933
Kepler-167 b,Kepler-167,Transit,2014,K,4884.0,0.749,0.777,0.02,4.579,341.908,14.284,11.832,14.0004
Kepler-167 c,Kepler-167,Transit,2014,K,4884.0,0.749,0.777,0.02,4.579,341.908,14.284,11.832,14.0004
Kepler-167 d,Kepler-167,Transit,2016,K,4884.0,0.749,0.777,0.02,4.579,341.908,14.284,11.832,14.0004
Kepler-167 e,Kepler-167,Transit,2016,K,4884.0,0.749,0.777,0.02,4.579,341.908,14.284,11.832,14.0004
Kepler-17 b,Kepler-17,Transit,2011,G,5781.0,1.01034,1.04,0.26,4.44616,720.753,14.314,12.585,14.1311
Kepler-186 b,Kepler-186,Transit,2014,M,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 c,Kepler-186,Transit,2014,M,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 d,Kepler-186,Transit,2014,M,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 e,Kepler-186,Transit,2014,M,3788.0,0.472,0.478,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 f,Kepler-186,Transit,2014,M,3755.0,0.523,0.544,-0.26,4.736,177.594,15.138,11.605,14.5994
Kepler-205 b,Kepler-205,Transit,2014,M,4321.0,0.546,0.592,-0.1254,4.735,159.72,13.779,10.833,13.4947
Kepler-205 c,Kepler-205,Transit,2014,M,4321.0,0.546,0.592,-0.1254,4.735,159.72,13.779,10.833,13.4947
Kepler-21 b,Kepler-21,Transit,2012,F,6305.0,1.902,1.408,-0.03,4.026,108.522,8.25,6.945,8.12832
Kepler-210 b,Kepler-210,Transit,2014,M,4559.0,0.65,0.77,0.2772,4.663,232.75,14.126,11.313,13.8043
Kepler-210 c,Kepler-210,Transit,2014,M,4559.0,0.65,0.77,0.2772,4.663,232.75,14.126,11.313,13.8043
Kepler-22 b,Kepler-22,Transit,2011,G,5596.0,0.869,0.857,-0.255,4.443,194.642,11.751,10.152,11.6444
Kepler-225 b,Kepler-225,Transit,2014,M,3682.0,0.48,0.593,-0.04,4.783,561.101,16.294,13.253,15.9504
Kepler-225 c,Kepler-225,Transit,2014,M,3682.0,0.48,0.593,-0.04,4.783,561.101,16.294,13.253,15.9504
Kepler-231 b,Kepler-231,Transit,2014,M,3767.0,0.49,0.58,-0.1,4.779,316.618,15.813,12.589,15.3896
Kepler-231 c,Kepler-231,Transit,2014,M,3767.0,0.49,0.58,-0.1,4.779,316.618,15.813,12.589,15.3896
Kepler-235 b,Kepler-235,Transit,2014,M,4255.0,0.554,0.581,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-235 c,Kepler-235,Transit,2014,M,4255.0,0.554,0.581,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-235 d,Kepler-235,Transit,2014,M,4255.0,0.554,0.581,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-235 e,Kepler-235,Transit,2014,M,4255.0,0.554,0.581,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-236 b,Kepler-236,Transit,2014,M,3750.0,0.51,0.596005,-0.05,4.753,288.763,16.014,12.312,15.3743
Kepler-236 c,Kepler-236,Transit,2014,M,3750.0,0.51,0.596005,-0.05,4.753,288.763,16.014,12.312,15.3743
Kepler-249 b,Kepler-249,Transit,2014,M,3568.0,0.482,0.510238,-0.34,4.777,190.401,16.37,11.966,15.2305
Kepler-249 c,Kepler-249,Transit,2014,M,3568.0,0.482,0.510238,-0.34,4.777,190.401,16.37,11.966,15.2305
Kepler-249 d,Kepler-249,Transit,2014,M,3568.0,0.482,0.510238,-0.34,4.777,190.401,16.37,11.966,15.2305
Kepler-25 b,Kepler-25,Transit,2011,F,6354.0,1.316,1.165,0.11,4.285,243.249,10.769,9.493,10.6319
Kepler-25 c,Kepler-25,Transit,2011,F,6354.0,1.316,1.165,0.11,4.285,243.249,10.769,9.493,10.6319
Kepler-25 d,Kepler-25,Radial Velocity,2014,F,6354.0,1.316,1.165,0.11,4.285,243.249,10.769,9.493,10.6319
Kepler-252 b,Kepler-252,Transit,2014,M,4208.0,0.549,0.61,-0.13,4.721,379.424,15.406,12.466,15.0293
Kepler-252 c,Kepler-252,Transit,2014,M,4208.0,0.549,0.61,-0.13,4.721,379.424,15.406,12.466,15.0293
Kepler-26 b,Kepler-26,Transit,2011,M,3914.0,0.512,0.544,-0.13,4.68,335.307,15.853,12.63,15.4089
Kepler-26 c,Kepler-26,Transit,2011,M,3914.0,0.512,0.544,-0.13,4.68,335.307,15.853,12.63,15.4089
Kepler-26 d,Kepler-26,Transit,2014,M,4486.0,0.571,0.593,-0.21,4.733,335.307,15.853,12.63,15.4089
Kepler-26 e,Kepler-26,Transit,2014,M,4486.0,0.571,0.593,-0.21,4.733,335.307,15.853,12.63,15.4089
Kepler-267 b,Kepler-267,Transit,2014,M,4258.0,0.555,0.541571,-0.18,4.729,264.993,16.69,12.485,15.4693
Kepler-267 c,Kepler-267,Transit,2014,M,4258.0,0.555,0.541571,-0.18,4.729,264.993,16.69,12.485,15.4693
Kepler-267 d,Kepler-267,Transit,2014,M,4258.0,0.555,0.541571,-0.18,4.729,264.993,16.69,12.485,15.4693
Kepler-278 b,Kepler-278,Transit,2014,K,4965.0,2.861,1.227,0.22,3.58,443.03,11.811,9.465,11.5296
Kepler-278 c,Kepler-278,Transit,2014,K,4965.0,2.861,1.227,0.22,3.58,443.03,11.811,9.465,11.5296
Kepler-28 b,Kepler-28,Transit,2011,M,4499.3,0.664,0.684,0.1451,4.62,438.359,15.13,12.719,15.0257
Kepler-28 c,Kepler-28,Transit,2011,M,4499.3,0.664,0.684,0.1451,4.62,438.359,15.13,12.719,15.0257
Kepler-287 b,Kepler-287,Transit,2014,K,5806.0,1.032,0.963,0.117,4.402,835.86,14.952,13.135,14.7442
Kepler-287 c,Kepler-287,Transit,2014,K,5806.0,1.032,0.963,0.117,4.402,835.86,14.952,13.135,14.7442
Kepler-296 b,Kepler-296,Transit,2014,M,3740.0,0.48,0.498,-0.08,4.774,167.0,16.363,12.6,15.9015
Kepler-296 c,Kepler-296,Transit,2014,M,3740.0,0.48,0.498,-0.08,4.774,167.0,16.363,12.6,15.9015
Kepler-296 d,Kepler-296,Transit,2014,M,3740.0,0.48,0.498,-0.08,4.774,167.0,16.363,12.6,15.9015
Kepler-296 e,Kepler-296,Transit,2014,M,3740.0,0.48,0.498,-0.08,4.774,167.0,16.363,12.6,15.9015
Kepler-296 f,Kepler-296,Transit,2014,M,3740.0,0.48,0.498,-0.08,4.774,167.0,16.363,12.6,15.9015
Kepler-303 b,Kepler-303,Transit,2014,M,3944.0,0.485,0.575,-0.4136,4.768,209.738,14.917,11.596,14.396
Kepler-303 c,Kepler-303,Transit,2014,M,3944.0,0.485,0.575,-0.4136,4.768,209.738,14.917,11.596,14.396
Kepler-309 b,Kepler-309,Transit,2014,M,4713.0,0.721,0.816,0.27,4.612,544.568,15.418,12.852,15.1261
Kepler-309 c,Kepler-309,Transit,2014,M,4713.0,0.721,0.816,0.27,4.612,544.568,15.418,12.852,15.1261
Kepler-32 b,Kepler-32,Transit,2011,M,3900.0,0.53,0.58,0.0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 c,Kepler-32,Transit,2011,M,3900.0,0.53,0.58,0.0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 d,Kepler-32,Transit,2012,M,3900.0,0.53,0.58,0.0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 e,Kepler-32,Transit,2012,M,3900.0,0.53,0.58,0.0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 f,Kepler-32,Transit,2012,M,3900.0,0.53,0.58,0.0,4.64,323.847,16.36,12.757,15.8123
Kepler-38 b,Kepler-38,Transit,2012,G,5623.0,1.752,0.941,-0.11,3.926,1174.59,14.015,12.342,13.9066
Kepler-39 b,Kepler-39,Transit,2011,F,6350.0,1.4,1.29,0.1,4.4,1057.41,14.355,12.918,14.2622
Kepler-391 b,Kepler-391,Transit,2014,K,5038.0,2.879,1.27,0.04,3.62,869.236,13.177,10.97,12.984
Kepler-391 c,Kepler-391,Transit,2014,K,5038.0,2.879,1.27,0.04,3.62,869.236,13.177,10.97,12.984
Kepler-40 b,Kepler-40,Transit,2010,F,6510.0,2.13,1.48,0.1,3.94,2305.01,14.657,13.27,14.5591
Kepler-407 b,Kepler-407,Transit,2014,G,5487.0,1.04,0.99,0.35,4.3,338.368,12.603,10.911,12.5074
Kepler-407 c,Kepler-407,Radial Velocity,2014,G,5476.0,1.01,1.0,0.33,4.426,338.368,12.603,10.911,12.5074
Kepler-41 b,Kepler-41,Transit,2011,G,5750.0,1.29,1.15,0.38,4.278,1093.08,14.509,12.892,14.413
Kepler-411 b,Kepler-411,Transit,2013,K,4974.0,0.82,0.87,0.21,4.6,153.676,12.448,10.062,12.2327
Kepler-411 c,Kepler-411,Transit,2016,K,4974.0,0.82,0.87,0.21,4.6,153.676,12.448,10.062,12.2327
Kepler-411 d,Kepler-411,Transit,2018,K,4974.0,0.82,0.87,0.21,4.6,153.676,12.448,10.062,12.2327
Kepler-411 e,Kepler-411,Transit Timing Variations,2018,K,4974.0,0.82,0.87,0.21,4.6,153.676,12.448,10.062,12.2327
Kepler-412 b,Kepler-412,Transit,2014,G,5750.0,1.287,1.167,0.27,4.3,1086.24,14.399,12.837,14.2486
Kepler-42 b,Kepler-42,Transit,2011,M,3068.0,0.17,0.13,-0.33,5.11,40.0595,16.7,11.465,14.9931
Kepler-42 c,Kepler-42,Transit,2011,M,3068.0,0.17,0.13,-0.33,5.11,40.0595,16.7,11.465,14.9931
Kepler-42 d,Kepler-42,Transit,2011,M,3068.0,0.17,0.13,-0.33,5.11,40.0595,16.7,11.465,14.9931
Kepler-421 b,Kepler-421,Transit,2014,G,5308.0,0.757,0.794,-0.25,4.61,348.558,13.611,11.535,13.3477
Kepler-423 b,Kepler-423,Transit,2014,G,5560.0,0.95,0.85,-0.1,4.41,758.753,14.462,12.779,14.28
Kepler-425 b,Kepler-425,Transit,2014,K,5170.0,0.86,0.93,0.24,4.535,646.647,14.845,12.806,14.7301
Kepler-426 b,Kepler-426,Transit,2014,G,5725.0,0.92,0.91,-0.21,4.471,843.695,15.032,13.212,14.8069
Kepler-427 b,Kepler-427,Transit,2014,G,5800.0,1.35,0.96,-0.19,4.14,1017.8,14.301,12.777,14.1964
Kepler-428 b,Kepler-428,Transit,2014,K,5150.0,0.8,0.87,0.09,4.571,686.284,15.362,13.234,15.2218
Kepler-43 b,Kepler-43,Transit,2011,F,6041.0,1.42,1.32,0.33,4.26,1005.84,13.986,12.549,13.8894
Kepler-44 b,Kepler-44,Transit,2011,G,5800.0,1.35,1.12,0.15,4.22,1188.0,14.803,12.878,14.6901
Kepler-444 b,Kepler-444,Transit,2015,K,5046.0,0.752,0.758,-0.55,4.5625,36.4396,8.87,6.703,8.643251
Kepler-444 c,Kepler-444,Transit,2015,K,5046.0,0.752,0.758,-0.55,4.5625,36.4396,8.87,6.703,8.643251
Kepler-444 d,Kepler-444,Transit,2015,K,5046.0,0.752,0.758,-0.55,4.5625,36.4396,8.87,6.703,8.643251
Kepler-444 e,Kepler-444,Transit,2015,K,5046.0,0.752,0.758,-0.55,4.5625,36.4396,8.87,6.703,8.643251
Kepler-444 f,Kepler-444,Transit,2015,K,5046.0,0.752,0.758,-0.55,4.5625,36.4396,8.87,6.703,8.643251
Kepler-445 b,Kepler-445,Transit,2015,M,3157.0,0.21,0.18,0.27,4.92504,127.201,18.19,12.61,16.7157
Kepler-445 c,Kepler-445,Transit,2015,M,3157.0,0.21,0.18,0.27,4.92504,127.201,18.19,12.61,16.7157
Kepler-445 d,Kepler-445,Transit,2015,M,3157.0,0.21,0.18,0.27,4.92504,127.201,18.19,12.61,16.7157
Kepler-446 b,Kepler-446,Transit,2015,M,3359.0,0.24,0.22,-0.3,5.03245,96.339,17.5041,12.827,16.3101
Kepler-446 c,Kepler-446,Transit,2015,M,3359.0,0.24,0.22,-0.3,5.03245,96.339,17.5041,12.827,16.3101
Kepler-446 d,Kepler-446,Transit,2015,M,3359.0,0.24,0.22,-0.3,5.03245,96.339,17.5041,12.827,16.3101
Kepler-447 b,Kepler-447,Transit,2015,G,5493.0,1.05,1.0,0.07,4.4,268.041,12.52,10.806,12.3795
Kepler-45 b,Kepler-45,Transit,2011,M,3820.0,0.55,0.59,0.28,4.7,381.949,16.744,12.892,15.9804
Kepler-452 b,Kepler-452,Transit,2015,G,5757.0,1.11,1.037,0.21,4.32,551.727,13.54,11.852,13.4048
Kepler-49 b,Kepler-49,Transit,2012,M,4095.6,0.618,0.607,0.03,4.68,311.222,15.655,12.383,15.2293
Kepler-49 c,Kepler-49,Transit,2012,M,4095.6,0.618,0.607,0.03,4.68,311.222,15.655,12.383,15.2293
Kepler-49 d,Kepler-49,Transit,2014,M,4252.0,0.559,0.549,0.03,4.727,311.222,15.655,12.383,15.2293
Kepler-49 e,Kepler-49,Transit,2014,M,4252.0,0.559,0.549,0.03,4.727,311.222,15.655,12.383,15.2293
Kepler-52 b,Kepler-52,Transit,2012,M,4075.0,0.52,0.54,0.0,4.74,321.542,15.513,12.36,15.0589
Kepler-52 c,Kepler-52,Transit,2012,M,4075.0,0.52,0.54,0.0,4.74,321.542,15.513,12.36,15.0589
Kepler-52 d,Kepler-52,Transit,2014,M,4263.0,0.556,0.577,0.0,4.729,321.542,15.513,12.36,15.0589
Kepler-539 b,Kepler-539,Transit,2016,G,5820.0,0.952,1.048,-0.01,4.502,307.318,12.444,10.915,12.379
Kepler-539 c,Kepler-539,Transit Timing Variations,2016,G,5820.0,0.952,1.048,-0.01,4.502,307.318,12.444,10.915,12.379
Kepler-54 b,Kepler-54,Transit,2012,M,3705.0,0.5,0.51,-0.27,4.75,271.701,16.282,12.648,15.8133
Kepler-54 c,Kepler-54,Transit,2012,M,3705.0,0.5,0.51,-0.27,4.75,271.701,16.282,12.648,15.8133
Kepler-54 d,Kepler-54,Transit,2014,M,4252.0,0.554,0.518,-0.27,4.73,271.701,16.282,12.648,15.8133
Kepler-61 b,Kepler-61,Transit,2013,K,4017.0,0.62,0.635,0.03,4.67,335.079,15.277,12.272,15.0426
Kepler-617 b,Kepler-617,Transit,2016,M,3712.0,0.48,0.51,-0.07,4.77,173.354,15.549,11.573,14.8277
Kepler-62 b,Kepler-62,Transit,2013,K,4925.0,0.64,0.69,-0.37,4.68,300.874,13.965,11.659,13.7197
Kepler-62 c,Kepler-62,Transit,2013,K,4925.0,0.64,0.69,-0.37,4.68,300.874,13.965,11.659,13.7197
Kepler-62 d,Kepler-62,Transit,2013,K,4925.0,0.64,0.69,-0.37,4.68,300.874,13.965,11.659,13.7197
Kepler-62 e,Kepler-62,Transit,2013,K,4925.0,0.64,0.69,-0.37,4.68,300.874,13.965,11.659,13.7197
Kepler-62 f,Kepler-62,Transit,2013,K,4925.0,0.64,0.69,-0.37,4.68,300.874,13.965,11.659,13.7197
Kepler-63 b,Kepler-63,Transit,2013,G,5576.0,0.901,0.984,0.05,4.52,194.033,12.02,9.997,11.5352
Kepler-66 b,Kepler-66,Transit,2013,G,5962.0,0.966,1.038,-0.2,4.484,1202.96,15.29,13.621,15.1474
Kepler-67 b,Kepler-67,Transit,2013,G,5331.0,0.778,0.865,-0.2,4.594,1131.19,16.172,14.155,16.1723
Kepler-69 b,Kepler-69,Transit,2013,G,5638.0,0.93,0.81,-0.29,4.4,730.625,13.866,12.234,13.712
Kepler-69 c,Kepler-69,Transit,2013,G,5638.0,0.93,0.81,-0.29,4.4,730.625,13.866,12.234,13.712
Kepler-74 b,Kepler-74,Transit,2013,F,6000.0,1.12,1.18,0.42,4.44,1177.55,14.487,12.958,14.3652
Kepler-75 b,Kepler-75,Transit,2013,K,5200.0,0.89,0.91,0.3,4.5,835.356,15.414,13.118,15.1789
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,F,6409.0,1.32,1.2,-0.1,4.2,822.96,13.474,12.092,13.2755
Kepler-77 b,Kepler-77,Transit,2013,G,5520.0,0.99,0.95,0.2,4.42,639.411,14.152,12.361,13.9172
Kepler-78 b,Kepler-78,Transit,2013,G,5058.0,0.7475,0.779,-0.18,4.61,124.376,11.717,9.586,11.5287
Kepler-80 b,Kepler-80,Transit,2012,K,4540.0,0.678,0.73,0.04,4.639,369.451,15.23,12.253,14.7555
Kepler-80 c,Kepler-80,Transit,2012,K,4540.0,0.678,0.73,0.04,4.639,369.451,15.23,12.253,14.7555
Kepler-80 d,Kepler-80,Transit,2014,K,4540.0,0.678,0.73,0.04,4.639,369.451,15.23,12.253,14.7555
Kepler-80 e,Kepler-80,Transit,2014,K,4540.0,0.678,0.73,0.04,4.639,369.451,15.23,12.253,14.7555
Kepler-80 f,Kepler-80,Transit,2016,K,4540.0,0.678,0.73,0.04,4.639,369.451,15.23,12.253,14.7555
Kepler-80 g,Kepler-80,Transit,2017,K,4540.0,0.678,0.83,0.04,4.639,369.451,15.23,12.253,14.7555
Kepler-81 b,Kepler-81,Transit,2012,M,4385.0,0.59,0.64,-0.18,4.7,348.291,15.258,12.392,15.004
Kepler-81 c,Kepler-81,Transit,2012,M,4385.0,0.59,0.64,-0.18,4.7,348.291,15.258,12.392,15.004
Kepler-81 d,Kepler-81,Transit,2014,M,4500.0,0.595,0.648,-0.18,4.696,348.291,15.258,12.392,15.004
Kepler-83 b,Kepler-83,Transit,2012,M,4082.0,0.61,0.66,-0.2,4.69,400.409,16.145,12.947,15.7832
Kepler-83 c,Kepler-83,Transit,2012,M,4082.0,0.61,0.66,-0.2,4.69,400.409,16.145,12.947,15.7832
Kepler-83 d,Kepler-83,Transit,2014,M,4648.0,0.594,0.58,-0.2,4.718,400.409,16.145,12.947,15.7832
Kepler-879 b,Kepler-879,Transit,2016,G,5792.0,1.02,1.02,0.05,4.42,802.672,14.429,12.681,14.2377
Kepler-879 c,Kepler-879,Transit,2024,G,5456.75,1.022,0.974,0.05,4.42,802.672,14.429,12.681,14.2377
Kepler-88 d,KOI-142,Radial Velocity,2020,G,5466.0,0.897,0.99,0.27,4.528,376.863,13.209,11.454,13.1048
Kepler-91 b,Kepler-91,Transit,2013,K,4550.0,6.3,1.31,0.11,2.953,1294.69,12.712,10.136,12.4762
Kepler-94 b,Kepler-94,Transit,2014,M,4781.0,0.76,0.81,0.34,4.59,191.904,13.071,10.594,12.8567
Kepler-94 c,Kepler-94,Radial Velocity,2014,M,4781.0,0.76,0.81,0.34,4.59,191.904,13.071,10.594,12.8567
Kepler-963 b,Kepler-963,Transit,2016,G,5461.0,0.87,0.91,-0.02,4.52,771.494,15.091,13.158,14.9116
Kepler-963 c,Kepler-963,Transit,2024,G,5169.47,0.928,0.821,-0.02,4.52,771.494,15.091,13.158,14.9116
L 168-9 b,L 168-9,Transit,2020,M,3842.0,0.604,0.614,-0.03,4.84,25.1496,11.005,7.082,10.2316
L 98-59 b,L 98-59,Transit,2019,M,3415.0,0.3155,0.2923,-0.46,4.91,10.6194,11.685,7.101,10.5976
L 98-59 c,L 98-59,Transit,2019,M,3415.0,0.3155,0.2923,-0.46,4.91,10.6194,11.685,7.101,10.5976
L 98-59 d,L 98-59,Transit,2019,M,3415.0,0.3155,0.2923,-0.46,4.91,10.6194,11.685,7.101,10.5976
L 98-59 e,L 98-59,Radial Velocity,2021,M,3415.0,0.3155,0.2923,-0.46,4.91,10.6194,11.685,7.101,10.5976
L 98-59 f,L 98-59,Radial Velocity,2025,M,3415.0,0.3155,0.2923,-0.46,4.91,10.6194,11.685,7.101,10.5976
LHS 1140 b,LHS 1140,Transit,2017,M,3096.0,0.2159,0.1844,-0.15,5.041,14.9861,14.15,8.821,12.6706
LHS 1140 c,LHS 1140,Transit,2018,M,3096.0,0.2159,0.1844,-0.15,5.041,14.9861,14.15,8.821,12.6706
LHS 1815 b,LHS 1815,Transit,2020,M,3643.0,0.501,0.502,-0.12,4.77,29.8424,12.167,7.993,11.2362
LHS 1903 b,LHS 1903,Transit,2026,M,3664.0,0.539,0.538,-0.11,4.75,35.6917,12.23,8.212,11.3944
LHS 1903 c,LHS 1903,Transit,2026,M,3664.0,0.539,0.538,-0.11,4.75,35.6917,12.23,8.212,11.3944
LHS 1903 d,LHS 1903,Transit,2026,M,3664.0,0.539,0.538,-0.11,4.75,35.6917,12.23,8.212,11.3944
LHS 1903 e,LHS 1903,Transit,2026,M,3664.0,0.539,0.538,-0.11,4.75,35.6917,12.23,8.212,11.3944
LHS 3844 b,LHS 3844,Transit,2019,M,3080.0,0.189,0.151,0.22,5.07,14.8846,15.24,9.145001,13.3925
LP 714-47 b,LP 714-47,Transit,2020,M,3950.0,0.584,0.59,0.41,4.64,52.616,12.492,8.626,11.7282
LP 791-18 b,LP 791-18,Transit,2019,M,2960.0,0.182,0.139,-0.09,5.115,26.4927,16.91,10.644,15.0715
LP 791-18 c,LP 791-18,Transit,2019,M,2960.0,0.182,0.139,-0.09,5.115,26.4927,16.91,10.644,15.0715
LP 791-18 d,LP 791-18,Transit,2023,M,2960.0,0.182,0.139,-0.09,5.115,26.4927,16.91,10.644,15.0715
LP 890-9 b,LP 890-9,Transit,2022,M,2850.0,0.1556,0.118,-0.028,5.126,32.4298,18.0,11.344,15.8213
LP 890-9 c,LP 890-9,Transit,2022,M,2850.0,0.1556,0.118,-0.028,5.126,32.4298,18.0,11.344,15.8213
LSPM J2116+0234 b,LSPM J2116+0234,Radial Velocity,2019,M,3475.0,0.431,0.43,-0.05,4.95,17.6297,11.961,7.324,10.8595
LTT 1445 A b,LTT 1445 A,Transit,2019,M,3562.0,0.271,0.257,-0.34,4.97389,6.86929,10.59,6.496,10.0469
LTT 1445 A c,LTT 1445 A,Transit,2022,M,3340.0,0.265,0.257,-0.34,4.97389,6.86929,10.59,6.496,10.0469
LTT 3780 b,LTT 3780,Transit,2020,M,3358.0,0.38,0.381,0.06,4.85,21.9814,13.14,8.204001,11.8465
LTT 3780 c,LTT 3780,Transit,2020,M,3358.0,0.38,0.381,0.06,4.85,21.9814,13.14,8.204001,11.8465
LTT 9779 b,LTT 9779,Transit,2020,G,5443.0,0.949,1.02,0.27,4.35,80.4373,9.79,8.016,9.60006
MASCARA-1 b,MASCARA-1,Transit,2017,A,7490.0,2.082,1.9,0.15,4.105,182.273,8.28,7.74,8.24243
MASCARA-4 b,MASCARA-4,Transit,2020,A,7800.0,1.79,1.75,0.0,4.1,170.696,8.191,7.75,8.17401
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,Radial Velocity,2024,F,6000.0,2.13,1.26,-0.013,4.01,852.793,12.704,11.306,12.5858
